name,pdf,fixed,scale,value
coax_din,"uniform(0.000896, 0.001344)",False,1.0,0.0011278723699626302
coax_dout,"uniform(0.00256, 0.00384)",False,1.0,0.0026965465552947427
coax_len,"uniform(8.0, 12.0)",False,1.0,10.989558198211467
coax_epr,"uniform(1.16, 1.74)",False,1.0,1.162099624862902
coax_tand,"uniform(0.0, 0.1)",False,1.0,5.909156836733568e-05
coax_rho,"uniform(1.2800000000000002e-08, 1.92e-08)",False,1.0,1.898225947645188e-08
